"CAMIS","DBA","BUILDING","STREET","BORO","ZIPCODE","PHONE","CUISINE_DESC","STREET1"
"50074705","THE WING DUMBO","1","MAIN STREET","Brooklyn","11201","2129339464","American","1 MAIN STREET"
"50001397","ATRIUM DUMBO","15","MAIN STREET","Brooklyn","11201","7188581095","French","15 MAIN STREET"
"50050646","CROWN FRIED CHICKEN PIZZA & COFFEE SHOP","108","MALCOLM X BOULEVARD","Brooklyn","11221","9177750480","American","108 MALCOLM X BOULEVARD"
"41684486","NEW KING'S FOOD RESTAURANT","127","MALCOLM X BOULEVARD","Brooklyn","11221","7189197176","Chinese","127 MALCOLM X BOULEVARD"
"50098250","CROWN FRIED CHICKEN","229","MALCOLM X BOULEVARD","Brooklyn","11221","7184552100","Chicken","229 MALCOLM X BOULEVARD"
"50071636","PERI PERI","235","MALCOLM X BOULEVARD","Brooklyn","11233","9179668614","Portuguese","235 MALCOLM X BOULEVARD"
"50090317","TURTLES ALL THE WAY DOWN","236","MALCOLM X BOULEVARD","Brooklyn","11221","9174841108","American","236 MALCOLM X BOULEVARD"
"50048281","TAJ MASALA","256","MALCOLM X BOULEVARD","Brooklyn","11233","3473782655","Indian","256 MALCOLM X BOULEVARD"
"50055559","JUICES FOR LIFE BK","277","MALCOLM X BOULEVARD","Brooklyn","11233","3473508558","Juice, Smoothies, Fruit Salads","277 MALCOLM X BOULEVARD"
"50052698","Cascablanca Cocktail Lounge","300","MALCOLM X BOULEVARD","Brooklyn","11233","9176743624","American","300 MALCOLM X BOULEVARD"
"50059588","MILK & PULL","307","MALCOLM X BOULEVARD","Brooklyn","11233","3475338967","Café/Coffee/Tea","307 MALCOLM X BOULEVARD"
"50013653","MAGIC SOUL FOOD","320","MALCOLM X BOULEVARD","Brooklyn","11233","3472953247","Soul Food","320 MALCOLM X BOULEVARD"
"50058968","NANA RAMEN","330","MALCOLM X BOULEVARD","Brooklyn","11233","9292100589","Asian","330 MALCOLM X BOULEVARD"
"50073653","SOLDIER'S JERK CENTER","98","MALCOLM X BOULEVARD","Brooklyn","11221","3476275394","Caribbean","98 MALCOLM X BOULEVARD"
"50013897","THE BREW INN","924","MANHATTAN AVE","Brooklyn","11222","7185747155","Polish","924 MANHATTAN AVE"
"50000634","AGRA TAJ MAHAL","1005","MANHATTAN AVENUE","Brooklyn","11222","7183892200","Indian","1005 MANHATTAN AVENUE"
"50073567","BOMBAY GRILL AND CURRY","1015","MANHATTAN AVENUE","Brooklyn","11222","7183892211","Afghan","1015 MANHATTAN AVENUE"
"40591344","TRIANGOLO PIZZERIA","1017","MANHATTAN AVENUE","Brooklyn","11222","7183895885","Pizza/Italian","1017 MANHATTAN AVENUE"
"40950392","TOMMY'S TAVERN","1041","MANHATTAN AVENUE","Brooklyn","11222","7183839699","American","1041 MANHATTAN AVENUE"
"50013395","Ria Bella","1049","MANHATTAN AVENUE","Brooklyn","11222","7183894400","Pizza","1049 MANHATTAN AVENUE"
"41587378","LOBSTER JOINT","1073","MANHATTAN AVENUE","Brooklyn","11222","7183898990","American","1073 MANHATTAN AVENUE"
"40553257","ACAPULCO DELI & RESTAURANT","1116","MANHATTAN AVENUE","Brooklyn","11222","7183498429","Mexican","1116 MANHATTAN AVENUE"
"50008551","SAINT VITUS","1120","MANHATTAN AVENUE","Brooklyn","11222","9173310331","American","1120 MANHATTAN AVENUE"
"41308515","ASHBOX","1154","MANHATTAN AVENUE","Brooklyn","11222","7183893222","Sandwiches","1154 MANHATTAN AVENUE"
"40400561","FORTUNATO BROS CAFE & BAKERY","289","MANHATTAN AVENUE","Brooklyn","11211","7183872281","Bakery","289 MANHATTAN AVENUE"
"50091346","COAST AND VALLEY","587","MANHATTAN AVENUE","Brooklyn","11222","9178047651","Californian","587 MANHATTAN AVENUE"
"50059154","A BAR","597","MANHATTAN AVENUE","Brooklyn","11222","6469427210","Bottled beverages, including water, sodas, juices, etc.","597 MANHATTAN AVENUE"
"50070401","FORTUNE COOKIES","611","MANHATTAN AVENUE","Brooklyn","11222","7183897103","Chinese","611 MANHATTAN AVENUE"
"50049193","BAOBURG","614","MANHATTAN AVENUE","Brooklyn","11222","7183490011","Thai","614 MANHATTAN AVENUE"
"50004613","AMARIN CAFE","617","MANHATTAN AVENUE","Brooklyn","11222","7183492788","Thai","617 MANHATTAN AVENUE"
"50003006","SCREAMER'S PIZZERIA","620","MANHATTAN AVENUE","Brooklyn","11222","3478449412","Vegetarian","620 MANHATTAN AVENUE"
"50088407","VAN LEEUWEN ICE CREAM","620","MANHATTAN AVENUE","Brooklyn","11222","7187011630","Ice Cream, Gelato, Yogurt, Ices","620 MANHATTAN AVENUE"
"50047343","FRANKEL'S DELICATESSEN","631","MANHATTAN AVENUE","Brooklyn","11222","9177108621","American","631 MANHATTAN AVENUE"
"41210712","DUNKIN', BASKIN ROBBINS","643","MANHATTAN AVENUE","Brooklyn","11222","7184723745","Café/Coffee/Tea","643 MANHATTAN AVENUE"
"41541376","CALEXICO","645","MANHATTAN AVENUE","Brooklyn","11222","3477632129","American","645 MANHATTAN AVENUE"
"50062743","BULBAP GRILL","646","MANHATTAN AVENUE","Brooklyn","11222","7183833663","Korean","646 MANHATTAN AVENUE"
"50099481","CAFE GREENPOINT","650","MANHATTAN AVENUE","Brooklyn","11222","6465259891","Asian","650 MANHATTAN AVENUE"
"50006098","SCALINO G.P.","659","MANHATTAN AVENUE","Brooklyn","11222","7183898600","Italian","659 MANHATTAN AVENUE"
"50047226","CHERRY POINT","664","MANHATTAN AVENUE","Brooklyn","11222","7183893828","American","664 MANHATTAN AVENUE"
"41708313","LA NORTENA","668","MANHATTAN AVENUE","Brooklyn","11222","7183492626","Mexican","668 MANHATTAN AVENUE"
"50040886","BOON THAI","681","MANHATTAN AVENUE","Brooklyn","11222","7183498215","Thai","681 MANHATTAN AVENUE"
"50089730","MAMA PHO","685","MANHATTAN AVENUE","Brooklyn","11222","9179090158","Asian","685 MANHATTAN AVENUE"
"41057360","KROLEWSKIE JADLO","694","MANHATTAN AVENUE","Brooklyn","11222","7183838993","Polish","694 MANHATTAN AVENUE"
"41531821","MANHATTAN 3 DECKER RESTAURANT","695","MANHATTAN AVENUE","Brooklyn","11222","7183896565","American","695 MANHATTAN AVENUE"
"50091965","Lite Bites","700","MANHATTAN AVENUE","Brooklyn","11222","7183832820","American","700 MANHATTAN AVENUE"
"50045602","POLKA DOT","726","MANHATTAN AVENUE","Brooklyn","11222","7183492884","Polish","726 MANHATTAN AVENUE"
"50094449","RUSS PIZZA","745","MANHATTAN AVENUE","Brooklyn","11222","7183839463","Pizza","745 MANHATTAN AVENUE"
"50079237","RAMEN SPOT","760","MANHATTAN AVENUE","Brooklyn","11222","6466781788","Asian","760 MANHATTAN AVENUE"
"50084922","JUICE POINT","784","MANHATTAN AVENUE","Brooklyn","11222","3472940660","Juice, Smoothies, Fruit Salads","784 MANHATTAN AVENUE"
"41192474","BAKER'S DOZEN","788","MANHATTAN AVENUE","Brooklyn","11222","7183492222","Delicatessen","788 MANHATTAN AVENUE"
"50093440","VIVI BUBBLE TEA","790","MANHATTAN AVENUE","Brooklyn","11222","7183893388","Asian","790 MANHATTAN AVENUE"
"50016249","ITALY PIZZA","800","MANHATTAN AVENUE","Brooklyn","11222","7183839079","Pizza/Italian","800 MANHATTAN AVENUE"
"41097973","CAFE RIVIERA","830","MANHATTAN AVENUE","Brooklyn","11222","7183838450","Bakery","830 MANHATTAN AVENUE"
"41352974","SAKURA 6 JAPANESE CUISINE","837","MANHATTAN AVENUE","Brooklyn","11222","7183497888","Japanese","837 MANHATTAN AVENUE"
"50001003","FORNINO","849","MANHATTAN AVENUE","Brooklyn","11222","7183846004","Pizza/Italian","849 MANHATTAN AVENUE"
"40396433","CHRISTINA'S RESTAURANT","853","MANHATTAN AVENUE","Brooklyn","11222","7183834382","Polish","853 MANHATTAN AVENUE"
"50045622","SUNSHINE","860","MANHATTAN AVENUE","Brooklyn","11222","2127778287","American","860 MANHATTAN AVENUE"
"41568894","UPRIGHT COFFEE","860","MANHATTAN AVENUE","Brooklyn","11222","9172798895","Café/Coffee/Tea","860 MANHATTAN AVENUE"
"41534086","LA PIZZA & CONVENIENCE","887","MANHATTAN AVENUE","Brooklyn","11222","7183830666","Pizza/Italian","887 MANHATTAN AVENUE"
"41258465","STARBUCKS","910","MANHATTAN AVENUE","Brooklyn","11222","7186090469","Café/Coffee/Tea","910 MANHATTAN AVENUE"
"50013417","BREAD BROTHERS BAGEL CAFE","912","MANHATTAN AVENUE","Brooklyn","11222","7185763837","Bagels/Pretzels","912 MANHATTAN AVENUE"
"50004740","THAI CAFE","925","MANHATTAN AVENUE","Brooklyn","11222","7183833562","Thai","925 MANHATTAN AVENUE"
"50033252","CAFE ROCHELLE","940","MANHATTAN AVENUE","Brooklyn","11222","7183492700","Café/Coffee/Tea","940 MANHATTAN AVENUE"
"50072539","FRIDUCHA MEXICAN","946","MANHATTAN AVENUE","Brooklyn","11222","7183830026","Mexican","946 MANHATTAN AVENUE"
"50080194","CHIKO","954","MANHATTAN AVENUE","Brooklyn","11222","9179090580","Japanese","954 MANHATTAN AVENUE"
"50019095","EARLY","967","MANHATTAN AVENUE","Brooklyn","11222","7183836963","Café/Coffee/Tea","967 MANHATTAN AVENUE"
"50074374","KANAHASHI","981","MANHATTAN AVENUE","Brooklyn","11222","7188388376","Japanese","981 MANHATTAN AVENUE"
"50057288","ODD FOX COFFEE","984","MANHATTAN AVENUE","Brooklyn","11222","5035512887","Café/Coffee/Tea","984 MANHATTAN AVENUE"
"40610000","HOP LEE KITCHEN","992","MANHATTAN AVENUE","Brooklyn","11222","7183894756","Chinese","992 MANHATTAN AVENUE"
"50014859","ESME","999","MANHATTAN AVENUE","Brooklyn","11222","7183830999","American","999 MANHATTAN AVENUE"
"50060168","CROWN FRIED CHICKEN","167","MARCUS GARVEY BOULEVARD","Brooklyn","11221","7182246030","Chicken","167 MARCUS GARVEY BOULEVARD"
"50057033","BROOKLYN ROOTS","256","MARCUS GARVEY BOULEVARD","Brooklyn","11221","3473576204","Soul Food","256 MARCUS GARVEY BOULEVARD"
"50050403","NEW SUN HING","299","MARCUS GARVEY BOULEVARD","Brooklyn","11221","7184536626","Chinese","299 MARCUS GARVEY BOULEVARD"
"50098485","THE SOUTHERN COMFORT","377","MARCUS GARVEY BOULEVARD","Brooklyn","11221","7184847085","American","377 MARCUS GARVEY BOULEVARD"
"50075544","PELICAN","382","MARCUS GARVEY BOULEVARD","Brooklyn","11221","3475812323","Nuts/Confectionary","382 MARCUS GARVEY BOULEVARD"
"50050890","BOHAUS COFFEE  AND FLOWERS","406","MARCUS GARVEY BOULEVARD","Brooklyn","11216","7202759932","Café/Coffee/Tea","406 MARCUS GARVEY BOULEVARD"
"50076611","CLOUD 9 CREPES","434","MARCUS GARVEY BOULEVARD","Brooklyn","11221","3472559331","Other","434 MARCUS GARVEY BOULEVARD"
"50074871","CHEESY KOSHER PIZZA","314-316","MARCY AVE","Brooklyn","11211","7185763579","Jewish/Kosher","314-316 MARCY AVE"
"41081535","EDDIE JR'S SPORT LOUNGE","40","MARCY AVENUE","Brooklyn","11211","7183848671","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","40 MARCY AVENUE"
"50015185","MARCY & MYRTLE COFFEE BAR","574","MARCY AVENUE","Brooklyn","11206","9176620727","Café/Coffee/Tea","574 MARCY AVENUE"
"41544554","U LIKE CHINESE RESTAURANT","602","MARCY AVENUE","Brooklyn","11206","7182439096","Chinese","602 MARCY AVENUE"
"50038299","DOCTORS CAVE CAFE","856","MARCY AVENUE","Brooklyn","11216","7183984776","American","856 MARCY AVENUE"
"50073770","PITA POINT","508","MARION STREET","Brooklyn","11233","3474145570","Jewish/Kosher","508 MARION STREET"
"41332205","DUNKIN'","1080","MCDONALD AVENUE","Brooklyn","11230","7182520281","Donuts","1080 MCDONALD AVENUE"
"40645249","KIDS 'N' ACTION","1149","MCDONALD AVENUE","Brooklyn","11230","7183771818","Jewish/Kosher","1149 MCDONALD AVENUE"
"50001108","BEST DOUBLE DRAGON RESTAURANT","1207","MCDONALD AVENUE","Brooklyn","11230","7186922129","Chinese","1207 MCDONALD AVENUE"
"50038733","HERO SHOP","1211","MCDONALD AVENUE","Brooklyn","11230","7183385472","American","1211 MCDONALD AVENUE"
"50041875","LAS BANDERAS","1641","MCDONALD AVENUE","Brooklyn","11230","7183762364","Mexican","1641 MCDONALD AVENUE"
"50011959","PICADILLY HALL","1703","MCDONALD AVENUE","Brooklyn","11230","7183362200","Jewish/Kosher","1703 MCDONALD AVENUE"
"40783591","CINDY RESTAURANT LUNCHEONETTE","1806","MCDONALD AVENUE","Brooklyn","11223","7186456192","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1806 MCDONALD AVENUE"
"41633093","EL CERRITO DEL CARMEN RESTAURANT","2024","MCDONALD AVENUE","Brooklyn","11223","7183397907","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","2024 MCDONALD AVENUE"
"41390168","THE VILLAGE LUNCHEONETTE","2374","MCDONALD AVENUE","Brooklyn","11223","7184498909","American","2374 MCDONALD AVENUE"
"50018784","SAWASDE THAI COOKING","359","MCDONALD AVENUE","Brooklyn","11218","7184360589","Thai","359 MCDONALD AVENUE"
"50094803","MEZBANI SWEETS & RESTAURANT","473","MCDONALD AVENUE","Brooklyn","11218","6462627206","Bangladeshi","473 MCDONALD AVENUE"
"50035344","RADHUNI SWEETS & RESTAURANT","483","MCDONALD AVENUE","Brooklyn","11218","7189720072","Bangladeshi","483 MCDONALD AVENUE"
"41110540","PIZZA CENTRAL OF BROOKLYN","941","MCDONALD AVENUE","Brooklyn","11218","7186330600","Pizza","941 MCDONALD AVENUE"
"50000154","QUETZALITO RESTAURANT","964","MCDONALD AVENUE","Brooklyn","11230","3472402930","Mexican","964 MCDONALD AVENUE"
"50091429","LOS CHOCOMILES","976","MCDONALD AVENUE","Brooklyn","11230","9292108535","Mexican","976 MCDONALD AVENUE"
"50071203","BABY GRAND","55","MCGUINNESS BLVD SOUTH","Brooklyn","11222","6099036897","American","55 MCGUINNESS BLVD SOUTH"
"41609622","DUNKIN'","356","MCGUINNESS BOULEVARD","Brooklyn","11222","7183831042","Café/Coffee/Tea","356 MCGUINNESS BOULEVARD"
"41647578","THE PAPER BOX","17","MEADOW STREET","Brooklyn","11206","7183833815","American","17 MEADOW STREET"
"50099381","HOMEMADE TAQUERIA","517","MEEKER AVENUE","Brooklyn","11222","9174179423","Mexican","517 MEEKER AVENUE"
"50096033","FABIO PIZZA & RESTAURANT","635","MEEKER AVENUE","Brooklyn","11222","7183897500","Pizza","635 MEEKER AVENUE"
"41450589","LA PERLA DEL ULUA RESTAURANT","354","MELROSE STREET","Brooklyn","11237","7183669407","Spanish","354 MELROSE STREET"
"50099524","SABOR TROPICAL","334","MENAHAN STREET","Brooklyn","11237","3474998843","Spanish","334 MENAHAN STREET"
"50054321","PALOMAS","435","MENAHAN STREET","Brooklyn","11237","7185522811","Mexican","435 MENAHAN STREET"
"41390298","MCDONALD'S","1403","MERMAID AVENUE","Brooklyn","11224","7183722859","Hamburgers","1403 MERMAID AVENUE"
"41722899","MI CANDILEJAS RESTAURANT","1509","MERMAID AVENUE","Brooklyn","11224","7182666161","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1509 MERMAID AVENUE"
"50009794","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","1516","MERMAID AVENUE","Brooklyn","11224","7182653669","Caribbean","1516 MERMAID AVENUE"
"50097501","FAMOUS ROTISSERIE AND GRILL","1525","MERMAID AVENUE","Brooklyn","11224","6462099299","Chinese","1525 MERMAID AVENUE"
"50047964","DONUT CONNECTION","1621","MERMAID AVENUE","Brooklyn","11224","7187086865","Donuts","1621 MERMAID AVENUE"
"41630686","LEANLY CHINESE FOOD","1627","MERMAID AVENUE","Brooklyn","11224","7182661606","Chinese","1627 MERMAID AVENUE"
"50015312","KENNEDY FRIED CHICKEN","2325","MERMAID AVENUE","Brooklyn","11224","9174349683","Chicken","2325 MERMAID AVENUE"
"50046034","LEO'S PIZZA","2726","MERMAID AVENUE","Brooklyn","11224","7189965575","Pizza","2726 MERMAID AVENUE"
"41606045","CROWN FRIED CHICKEN","2801A","MERMAID AVENUE","Brooklyn","11224","7189962856","American","2801A MERMAID AVENUE"
"50014372","ORIENTAL PALACE","3018","MERMAID AVENUE","Brooklyn","11224","7182651540","Chinese","3018 MERMAID AVENUE"
"50100083","GYRO QILA","3019","MERMAID AVENUE","Brooklyn","11224","3475871032","Mediterranean","3019 MERMAID AVENUE"
"50012623","SLICK WILLIE","179","MESEROLE AVENUE","Brooklyn","11222","7183890090","American","179 MESEROLE AVENUE"
"41132975","CAFE GRUMPY","193","MESEROLE AVENUE","Brooklyn","11222","7183497623","Café/Coffee/Tea","193 MESEROLE AVENUE"
"50070363","DAVEY'S ICE CREAM","74","MESEROLE AVENUE","Brooklyn","11222","7186096066","Ice Cream, Gelato, Yogurt, Ices","74 MESEROLE AVENUE"
"50091844","APOLLONIA","128","MESEROLE STREET","Brooklyn","11206","3476893600","Mediterranean","128 MESEROLE STREET"
"50095507","CASA ORA","148","MESEROLE STREET","Brooklyn","11206","9293970281","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","148 MESEROLE STREET"
"50016583","CHAMPS DINER","197","MESEROLE STREET","Brooklyn","11206","7185992743","Vegetarian","197 MESEROLE STREET"
"50069904","THREE DOLLAR BILL/ DEL SUR","260","MESEROLE STREET","Brooklyn","11206","7183663031","Irish","260 MESEROLE STREET"
"41027711","CAFE METRO","9","METRO TECH CENTER SOUTH","Brooklyn","","7182374800","Soups & Sandwiches","9 METRO TECH CENTER SOUTH"
"50100535","TERMS OF ENDEARMENT","135","METROPOLITAN AVENUE","Brooklyn","11249","9179710573","Bakery","135 METROPOLITAN AVENUE"
"50013901","SWEATSHOP","232","METROPOLITAN AVENUE","Brooklyn","11211","6463882483","Café/Coffee/Tea","232 METROPOLITAN AVENUE"
"50089268","CLINTON HALL","247","METROPOLITAN AVENUE","Brooklyn","11211","9294196988","American","247 METROPOLITAN AVENUE"
"50076943","THE BUTCHER'S DAUGHTER","271","METROPOLITAN AVENUE","Brooklyn","11211","3477498364","Vegetarian","271 METROPOLITAN AVENUE"
"41245711","FETTE SAU","354","METROPOLITAN AVENUE","Brooklyn","11211","7189633404","Barbecue","354 METROPOLITAN AVENUE"
"41459139","KNITTING FACTORY","361","METROPOLITAN AVENUE","Brooklyn","11211","7326143945","American","361 METROPOLITAN AVENUE"
"41488532","THE COMMODORE","366","METROPOLITAN AVENUE","Brooklyn","11211","7182187632","American","366 METROPOLITAN AVENUE"
"50093768","TAQUERIA DIANA","367","METROPOLITAN AVENUE","Brooklyn","11211","9292502460","Mexican","367 METROPOLITAN AVENUE"
"50093071","SAVORY THAI","378","METROPOLITAN AVENUE","Brooklyn","11211","3477213878","Thai","378 METROPOLITAN AVENUE"
"41397322","GOLDEN DRAGON RESTAURANT","394","METROPOLITAN AVENUE","Brooklyn","11211","7187828024","Chinese","394 METROPOLITAN AVENUE"
"50087104","WE GOT COMPANY","441","METROPOLITAN AVENUE","Brooklyn","11211","7187551177","American","441 METROPOLITAN AVENUE"
"50100263","THE WHOLE BOWL","488","METROPOLITAN AVENUE","Brooklyn","11211","9176877566","Mexican","488 METROPOLITAN AVENUE"
"50003153","KELLOGG'S DINER","518","METROPOLITAN AVENUE","Brooklyn","11211","7187824502","American","518 METROPOLITAN AVENUE"
"50010590","SUGARBURG","519","METROPOLITAN AVENUE","Brooklyn","11211","9176183029","American","519 METROPOLITAN AVENUE"
"50099509","LONDON TANDOORI","524","METROPOLITAN AVENUE","Brooklyn","11211","3478896401","Indian","524 METROPOLITAN AVENUE"
"50098531","M  NOODLE SHOP","549","METROPOLITAN AVENUE","Brooklyn","11211","7183848008","Chinese","549 METROPOLITAN AVENUE"
"50000392","CHEERS THAI RESTAURANT","568","METROPOLITAN AVENUE","Brooklyn","11211","7185994311","Thai","568 METROPOLITAN AVENUE"
"50037295","BLACKSTAR BAKERY CAFE","595","METROPOLITAN AVENUE","Brooklyn","11211","7187820060","Café/Coffee/Tea","595 METROPOLITAN AVENUE"
"50008245","NORTHERN BELL","612","METROPOLITAN AVENUE","Brooklyn","11211","7183889040","American","612 METROPOLITAN AVENUE"
"41713485","EAST MET WEST","752","METROPOLITAN AVENUE","Brooklyn","11211","7182187777","Chinese","752 METROPOLITAN AVENUE"
"50084553","EASY LOVER","790","METROPOLITAN AVENUE","Brooklyn","11211","5122947073","American","790 METROPOLITAN AVENUE"
"50084426","ROSE WOLF COFFEE","867","METROPOLITAN AVENUE","Brooklyn","11211","6467052046","Bakery","867 METROPOLITAN AVENUE"
"41024941","LUCIANO'S","15","METROTECH CENTER","Brooklyn","11201","7188556668","American","15 METROTECH CENTER"
"50015693","HALE & HEARTY SOUP","2","METROTECH CENTER","Brooklyn","11201","3478895258","Soups & Sandwiches","2 METROTECH CENTER"
"50103462","KORILLA","2","METROTECH CENTER","Brooklyn","11201","9179091297","Korean","2 METROTECH CENTER"
"50065956","STARBUCKS","4","METROTECH CTR","Brooklyn","11201","6463427139","American","4 METROTECH CTR"
"50093954","Jasper Kane Cafe","6","METROTECH CTR","Brooklyn","11201","6469973786","American","6 METROTECH CTR"
"40948592","NATIONAL GRID","1","METROTECH CTR FL 2ND","Brooklyn","11201","9293244066","American","1 METROTECH CTR FL 2ND"
"50037942","THE EVERGREEN","109","MOFFAT STREET","Brooklyn","11207","7184847399","American","109 MOFFAT STREET"
"50065028","HAAGEN-DAZS ICE CREAM","120","MONTAGUE STREET","Brooklyn","11201","7187973700","Ice Cream, Gelato, Yogurt, Ices","120 MONTAGUE STREET"
"41650190","LE PAIN QUOTIDIEN","121","MONTAGUE STREET","Brooklyn","11201","7188583078","Sandwiches/Salads/Mixed Buffet","121 MONTAGUE STREET"
"41721733","CAFFE BUON GUSTO","132","MONTAGUE STREET","Brooklyn","11201","7185961800","Italian","132 MONTAGUE STREET"
"41658728","THE CUSTOM HOUSE","139","MONTAGUE STREET","Brooklyn","11201","7186436000","American","139 MONTAGUE STREET"
"50094035","SAN BLAS","140","MONTAGUE STREET","Brooklyn","11201","7186501235","Mexican","140 MONTAGUE STREET"
"50049379","B.GOOD","141","MONTAGUE STREET","Brooklyn","11201","7185224663","American","141 MONTAGUE STREET"
"50102709","CHOOCHOOHAIRCUTS","141","MONTAGUE STREET","Brooklyn","11201","7187975207","Other","141 MONTAGUE STREET"
"50084397","GRAND CANYON RESTAURANT","143","MONTAGUE STREET","Brooklyn","11201","3478896670","American","143 MONTAGUE STREET"
"50077594","HAPPY DAYS DINER","148","MONTAGUE STREET","Brooklyn","11201","7188758361","American","148 MONTAGUE STREET"
"40616509","MONTY Q'S","158","MONTAGUE STREET","Brooklyn","11201","7182462000","Pizza/Italian","158 MONTAGUE STREET"
"40605862","LICHEE NUT","162","MONTAGUE STREET","Brooklyn","11201","7185225565","Chinese","162 MONTAGUE STREET"
"41574514","NANATORI JAPANESE RESTAURANT","162","MONTAGUE STREET","Brooklyn","11201","7185225555","Japanese","162 MONTAGUE STREET"
"40388808","TERESA'S RESTURANT","80","MONTAGUE STREET","Brooklyn","11201","7187973996","Polish","80 MONTAGUE STREET"
"40401556","HEIGHTS CAFE","84","MONTAGUE STREET","Brooklyn","11201","7186255555","American","84 MONTAGUE STREET"
"41528836","NAM NAM","109","MONTROSE AVENUE","Brooklyn","11206","7183029200","Sandwiches","109 MONTROSE AVENUE"
"50046035","LUCKYBIRD BAKERY","163","MONTROSE AVENUE","Brooklyn","11206","9174129455","Bakery","163 MONTROSE AVENUE"
"50088534","BAGOCK","173","MONTROSE AVENUE","Brooklyn","11206","2024988673","Chicken","173 MONTROSE AVENUE"
"50049464","THE BROOKLYN TREE","188","MONTROSE AVENUE","Brooklyn","11206","7188131263","American","188 MONTROSE AVENUE"
"50047379","THE ROSEMONT","63","MONTROSE AVENUE","Brooklyn","11206","3476787262","American","63 MONTROSE AVENUE"
"50001089","BLANCA","261","MOORE","Brooklyn","","7184171118","American","261 MOORE"
"50085631","PIZZA MERCATO","106","MOORE STREET","Brooklyn","11206","9292950333","Pizza","106 MOORE STREET"
"40895911","RAMONITA'S RESTAURANT","110","MOORE STREET","Brooklyn","11206","7182187860","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","110 MOORE STREET"
"50080649","TURKO'S GRILL","110","MOORE STREET","Brooklyn","11206","9176006543","Mediterranean","110 MOORE STREET"
"50012117","ROBERTA'S PIZZA & BAKERY","261","MOORE STREET","Brooklyn","11206","7184171118","Pizza","261 MOORE STREET"
"40752293","AMERICAN COFFEE SHOP","108","MOORE STREET #3","Brooklyn","11206","7183020784","Spanish","108 MOORE STREET #3"
"50018636","OUR WICKED LADY","153","MORGAN AVENUE","Brooklyn","11237","3233970670","American","153 MORGAN AVENUE"
"50016031","ARROGANT SWINE","173","MORGAN AVENUE","Brooklyn","11237","6462500030","Barbecue","173 MORGAN AVENUE"
"50080293","HUNGRY BURRITO","510","MORGAN AVENUE","Brooklyn","11222","7183871006","Mexican","510 MORGAN AVENUE"
"50072470","K & J FRIED CHICKEN AND BURGER","415","MOTHER GASTON BOULEVARD","Brooklyn","11212","9172090001","Chicken","415 MOTHER GASTON BOULEVARD"
"50043453","RICKY'S HARDEE","429","MOTHER GASTON BOULEVARD","Brooklyn","11212","7184848896","Chinese","429 MOTHER GASTON BOULEVARD"
"50033235","OUR NEIGHBOURHOOD SPANISH RESTAURANT","444","MOTHER GASTON BOULEVARD","Brooklyn","11212","7189279302","Spanish","444 MOTHER GASTON BOULEVARD"
"50046325","GREAT WALL CHINESE FOOD","446A","MOTHER GASTON BOULEVARD","Brooklyn","11212","7184950610","Chinese","446A MOTHER GASTON BOULEVARD"
"50072785","DUNKIN DONUTS/BASKIN ROBBINS","453","MOTHER GASTON BOULEVARD","Brooklyn","11212","7184980178","Donuts","453 MOTHER GASTON BOULEVARD"
"50051645","MANNYS","459","MOTHER GASTON BOULEVARD","Brooklyn","11212","7184851224","Chicken","459 MOTHER GASTON BOULEVARD"
"41639187","NEW JIN BU RESTAURANT","49","MOTHER GASTON BOULEVARD","Brooklyn","11233","7184553725","Chinese","49 MOTHER GASTON BOULEVARD"
"50041718","BIRDY'S","1215","MYRTLE AVE","Brooklyn","11221","9176588941","American","1215 MYRTLE AVE"
"50099659","NEW LIN CHINA GARDEN","679","MYRTLE AVE","Brooklyn","11205","3478917471","Chinese","679 MYRTLE AVE"
"41717909","POPEYES","1128","MYRTLE AVENUE","Brooklyn","11206","7189193451","Chicken","1128 MYRTLE AVENUE"
"50004436","CHECKERS","1130","MYRTLE AVENUE","Brooklyn","11206","3477894250","Hamburgers","1130 MYRTLE AVENUE"
"50000904","DUNKIN'","1132","MYRTLE AVENUE","Brooklyn","11206","7184430726","Donuts","1132 MYRTLE AVENUE"
"50015637","LITTLE MO","1158","MYRTLE AVENUE","Brooklyn","11221","9292108100","Vietnamese/Cambodian/Malaysia","1158 MYRTLE AVENUE"
"50076516","LEAF","1161","MYRTLE AVENUE","Brooklyn","11206","9173792367","Other","1161 MYRTLE AVENUE"
"41240850","CHRISTOPHER'S PALACE","1258","MYRTLE AVENUE","Brooklyn","11221","7182164192","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1258 MYRTLE AVENUE"
"50067423","MOOD RING","1260","MYRTLE AVENUE","Brooklyn","11221","5164136653","Asian","1260 MYRTLE AVENUE"
"41504405","ECUA POLLOS BAR RESTAURANT","1262","MYRTLE AVENUE","Brooklyn","11221","7185735276","Spanish","1262 MYRTLE AVENUE"
"50100638","KICHIN","1264","MYRTLE AVENUE","Brooklyn","11221","9179912319","Korean","1264 MYRTLE AVENUE"
